tweet_id,message,real_reply,language,cluster_id,sampled_by,intent,expected_action,note
1411555,"なんか Amazonらしきところこらこんなんきたよ。
あからさまな詐欺。
Amazonからならまず登録メールに来るでしょ。 https://t.co/0wRK83b9Es",@448073 こんにちは、アマゾンです。画像のように当サイトの名をかたる架空請求詐欺やフィッシングが増えておりますので、今後もお気を付けいただければと存じます🙇 YM,ja,6,language_floor,other,escalate,
1553294,@AmazonHelp Und auch über iOS … aus der amazon app raus… ich kann nichts kaufen.,"@480567 Oft hilft es, wenn du Cookies und Cache im Browser löscht. Wenn das nicht hilft, melde dich hier: https://t.co/ohyvGr7U3o ^TR",de,14,language_floor,other,escalate,
545786,@AmazonHelp your delivery man came to my door yet did not deliver my package. Spoken to customer service twice in 48hrs who assure me that it will be delivered yesterday and today. It hasn't - rubbish service and no updates,@246888 I'm sorry to hear this. If it doesn''t arrive by 20:00 please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^GR,en,10,cluster_floor,delivery_courier_issue,escalate,
843124,@115850 Q logo ko bewkuf bana rahe ho....  In logo se acchi service to road side thele  pe hoti hai.... @115850 @AmazonHelp @115821,@319229 We've responded to you via DM. Please check and reply. ^HA,pcm,4,language_floor,service_feedback,escalate,
322873,Disappointed with the poor service . My order no 215171233779 is with courier service but not delivered yet.@115850 @AmazonHelp,@192914 We're sorry to hear this. Could you please tell us if we've missed on the estimated date of delivery? (1/2) ^AU,en,19,cluster_floor,delivery_late,escalate,
429075,@AmazonHelp c'est fait,"@217039 Nous vous en remercions, mon collègue effectuera les vérifications nécessaires et reviendra vers vers très rapidement. ^RA",unknown,5,cluster_floor,other,escalate,
1743689,Hey @115821 you wanna NOT ship my orders that are paperbacks in bubble envelopes? This is what happens when you do... https://t.co/AXWIKXeFXl,@525932 We're always looking for ways to improve so please tell us about your experience here: https://t.co/jhSuHcVxuO ^KN,en,17,cluster_fill,item_damaged,escalate,
218183,When you stay in from 2pm for a package. Then be told that they tried to deliver it at 22.30?? I'm sat next to the door guys! @AmazonHelp,@168019 Oh no! We'd like to look in to this with you. Please click here: https://t.co/JzP7hlA23B so we can further assist. ^NM,en,17,cluster_floor,delivery_late,escalate,
35864,@123813 Para cuando las 3as temporadas de Mr. Robot y Mozart?,"@181642 ¡Hola, Silvia! 😃 No contamos con la información solicitada en estos momentos, cualquier novedad será publicada en nuestra página. Te recomiendo estar atenta, ¡Saludos! ^LC",es,9,cluster_floor,other,escalate,
2767618,amazonプライム入ろうかな……,"@773902 |_・)ｿｰｯ 
プライム特典一覧はこちらになります⇒https://t.co/JVlaJGORZx　よろしければご検討ください！HM",ja,13,cluster_floor,other,escalate,
1434026,"@AmazonHelp according to the orders page &amp; tracking num it's already been delivered(!), but im told it will just be delivered later. see the problem?!?",@118089 Can you please confirm who the carrier is for your shipment: https://t.co/Y5jpI9gRhE? ^ST,en,19,cluster_floor,delivery_not_received,escalate,
124013,@AmazonHelp I did... 24h ago!,@143734 I can appreciate this must be getting frustrating but did you click the link provided by ^CR. For us to contact you can I ask you again click: https://t.co/mk7tow11c4 and press skip sign in and provide us with your info.^BZ,unknown,16,cluster_floor,other,escalate,
2621079,"Acabei de comprar um box dos 7 livros do harry potter por 119,00 na @117086 mesmo já tendo lido tudo há uns 10 anos atrás. https://t.co/HaGkJ0S2W9","@740596 A magia continua deve continuar viva, Thiago ⚡️ Qual é seu personagem favorito do Harry Potter? ^LG",pt,3,language_floor,other,escalate,
29943,@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing.,@122588 Have you checked your junk/spam folders to make sure the e-mails aren't getting filtered out? ^MJ,en,7,fraud_seed,fraud_or_unauthorized,escalate,
2141351,. @AmazonHelp it says you may have lost my package and has no estimated delivery date. My package is almost a month late. 🙄,@629685 Was this order shipped by a third-party or Amazon? Who's the carrier in tracking info? Check here: https://t.co/Y5jpI9gRhE ^LJ,en,18,language_floor,delivery_late,escalate,
2824028,"@AmazonHelp I already filled the form and i want my money refunded either today or tomorrow. I don't care how you will do that. Otherwise i will file a complaint against you that you for doing fraud with customers.
@115850 @115821 https://t.co/moviRCARcy","@786837 Thank you for sharing the details, Yashwant. We're working on it and we'll get back to you soon with an appropriate resolution. ^SY",en,2,cluster_fill,refund_status,escalate,
893338,@AmazonHelp Attempting to deliver after hours multiple times. Absolutely incompetent!,@332126 A member of our team would like to look into this. Please provide us with your details here: https://t.co/ZK2llnK03Y ^LH,en,12,cluster_fill,delivery_not_received,escalate,
98812,"@AmazonHelp @115850 @115851 doing fraud.
Sending currior with same agent &amp; its delayd always.When call,Promise of action but no action.",@137623 Sorry for such experience. We'd like to look into the issue and help you.  Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^RI,en,12,fraud_seed,other,escalate,
349619,"Excited to see what the Indian version of Alexa has to offer 😎.

@115850 can it make chai?

#Alexa #indiatech #AmazonEcho","@199198 Alexa wouldn't be able to make Chai, she might surely help you order one. 😉 ^EM",en,13,cluster_floor,no_action_needed,auto,
2324481,@AmazonHelp Redmi note 4. Using Jio,"@673384 We’re sorry to hear you’re experiencing video quality issues. Further, thanks for flagging this. (1/2)^AU",unknown,4,language_floor,other,escalate,
2899531,@AmazonHelp Yap muchas gracias valen mil ❤️,@803279 Gracias a ti por tus palabras que nos motivan cada día a ser mejores 💖😊. ¡Qué tengas una excelente semana! ^MZ,es,5,cluster_floor,other,escalate,
96750,"@AmazonHelp hi, I had two packages delivered yesterday via amazon shipping, tracking says they were handed to resident but no one in my house has received them?",@137115 Sorry to hear they still haven't turned up. have you checked with any neighbours and safe place locations?^SM,en,18,cluster_floor,delivery_not_received,escalate,
247479,@115850 Your next day delivery promiss is a markeeting gimick and far from truth. My order was supposed to be delivered today. No luck.,"@174798 I'm sorry about the delay. We'd like to check this for you, kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG",en,10,cluster_fill,delivery_late,escalate,
424294,@AmazonHelp Order# 403-4575924-9418735 Fraud seller as this shipment was not been shipped &amp; got the delivery from seller Courier 7838852939 https://t.co/LbrDp4SSHJ,@215991 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,en,19,fraud_seed,fraud_or_unauthorized,escalate,
2754598,@AmazonHelp I would like to know when is my brother package coming? I don’t know the tracking number,"@771017 I'm sorry. We don't have any information about the order via Twitter. For insight, you can have your brother log in at this link to check the current status of his order: https://t.co/Y5jpI9gRhE ^WT",en,18,cluster_floor,order_status,escalate,
191803,Preordered #StarWarsBattlefrontII from @115821 and the #StarWarsBattlefrontIIBETA code doesn't work. That sucks,"@161072 I'm sorry the code doesn't work, we'd be happy to look into this with you. Please contact us: https://t.co/EKXRLsnxJu ^AF",en,14,cluster_floor,device_or_content_issue,escalate,
76022,@AmazonHelp Je l’ai fait. Malheureusement ça ne change pas grand chose,"@133013 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande.»
^MD",fr,16,cluster_fill,other,escalate,
1201249,"@AmazonHelp Where? When I go to Prime settings, it's just colours and stuff. And a FAQ said I'd have to go to my Amazon acc.",@402245 You can find your Prime settings here: https://t.co/EKdqi1gbVt Let us know if we can further assist. ^KL,en,13,cluster_floor,prime_membership,auto,
2049089,@AmazonHelp Ah ok d'accord. J'avais jamais eu ce genre de chose avant. Pourtant je commande énormément. C'est seulement pour ce genre de produits ?,@136727 C'est le cas pour certains articles. Plus d'informations sont disponibles sur la page suivante : https://t.co/QGmOGKcWFZ ^FA,fr,15,cluster_floor,other,escalate,
2408663,@AmazonHelp Perfect. How do I prove I am a Prime Member?,"@692607 Your Prime membership should be reflected with your ticket purchase, as long as you signed into Amazon Tickets with your Prime account credentials when you made your purchase. ^NC",pcm,21,language_floor,prime_membership,auto,
2799310,"アマゾンプライム会員なんだけど、プライムビデオ無料なん…。
やめろ、私の睡眠時間が…","@781012 ﾌﾌﾌ(*´艸`*)
プライム・ビデオ対象作品はこちらです✨&gt; https://t.co/45WqWEBALb YM",ja,13,cluster_floor,other,escalate,
729202,"@AmazonHelp The company im dealing with said that they have put a refund through yesterday, but I have no confirmation from you guys",@294659 Hi Michael- Just to confirm was this a Seller on Amazon? Did they confirm via your messages on Amazon? ^NV,en,2,cluster_floor,no_response_received,escalate,
946648,@115851 still and courier company blame mi that i hav the problem in my phone? And amazon did nt take any action against it? Hats of amzn,"@344473 Kindly let us know, where did we go wrong. We would like to review the same. ^CB",en,6,cluster_fill,delivery_not_received,escalate,
2565638,"@AmazonHelp Si il n'y avait que moi. Comment pouvez vous fermer les yeux devant un tel amateurisme. J'ai un ami qui vient juste d'en faire les frais. Bref... Ouvrez les yeux, renvoyez le colis ne résoud pas le problème.","@727884 Si vous avez rencontrez un souci avec une commande précise, je vous invite à le signaler à notre service client, joignable par téléphone (appel gratuit depuis un poste fixe), chat ou par mail depuis le lien suivant : https://t.co/qzuu0dgDXz. ^ASZ",fr,16,cluster_floor,other,escalate,
1611170,"@AmazonHelp hello, pourquoi ""Transparent"" n'est pas disponible sur le service prime Amazon en France ? Such a shame :/ Une date prévue ?","@494521 Bonjour, s'agit-il d'un retard de livraison ? ^SN",fr,20,cluster_floor,other,escalate,
2834308,"Compras on-line, lo entregan en casa, es algo que no corresponde y para devolverlo tienes que LLEVARLO a 1,5km de casa. @116928","@788663 Hola, Miguel. ¿Ya has contactado con Soporte al Cliente para comprobar si tienes la posibilidad de solicitar una etiqueta de recogida?. 
En caso de que no sea así, puedes contactar a través del siguiente enlace: https://t.co/OjvUxwnzPe
^DB",es,17,language_floor,other,escalate,
2610640,"Wenn ich meiner Mama ein Amazon Fire Tablet schenke, kann sie dann mit meinem account auch prime Video etc nutzen oder braucht die ein eigenes Abo?","@738287 Wenn das Tablet auf deinem Account registriert ist, kann sie deine Vorteile auch nutzen. Liebe Grüße ^TA",de,13,language_floor,other,escalate,
1608086,@AmazonHelp आपको पूरी जानकारी मेल कर दी है पहले भी ओर एक बार अभी और अगर जल्द ही कोई निर्णय नही लिया गया तो मुझे मजबूरन कानूनी कार्यवाही करनी होगी,"@116925 I am afraid, we've not received the details yet. Please do so using the link provided earlier. ^RS",hi,16,cluster_floor,other,escalate,
2539030,"#AmazonPrime sempre più bufala queste consegne, un giorno da 192 ore? dal 12 al 20... per cosa pago?",@722094 Mi spiace per il ritardo! Hai già segnalato l'accaduto al Servizio Clienti? ^CS,it,20,language_floor,other,escalate,
504977,"Los de @AmazonHelp @116875 se la rifaron, de verdad son geniales. Hoy me llegó una maravillosa sorpresa. Nos hicieron sentir como superhéroes. Gracias, de verdad gracias. Son geniales.","@235770 ¡Hola, Héctor! De verdad, nos alegra demasiado que te haya gustado la sorpresa 🙈😍 Tu satisfacción, es nuestro mayor premio, ¡linda tarde! ^LC",es,5,language_floor,other,escalate,
75936,"@120533 @120534 
Vous n'en n'avez pas marre de systématiquement prendre les gens pour des cons ? Surtout quand il y a bien quelqu'un. Faudrait revoir la fonction même de votre métier. https://t.co/i7Ug2bro6E","@133000 Bonjour, je suis sincèrement désolé pour cela. Je vous invite à contacter notre SAV afin de localiser le colis. Veuillez le faire via le lien suivant :  https://t.co/hgIrz98cdI",fr,16,cluster_floor,other,escalate,
1390682,Llegará hoy mi pedido de @116928 o habré pagado los gastos de envío para nada??? 🤔🤔,"@443478 Lamento el inconveniente Chiky, me podrías informar ¿cuál era la fecha estimada de entrega de tu pedido? ^AZ",es,0,cluster_floor,other,escalate,
1386499,@118919 meri aap se Kia dusmani thi Jo muja Etna bakwas cell Dia Mana apni pheli salary se ak phne Lia plz customer Ko cheat mat karo,"@442625 I understand your concern, Bikash. Please connect with us using the link provided earlier and we'll get look into this. ^HD",pcm,4,language_floor,item_damaged,escalate,
2609889,"@AmazonHelp order #404-8441739-9156332, found defective on time of delivery, goods returned, refund initiated Rs 991.00 but credited back to card Rs 904.75. reason for lesser refund please",@738141 We'll not be able to check your information here. Please report it to our support team here: https://t.co/0nx3mCGDzf for a better insight about the issue. 1/2^SC,en,2,cluster_floor,refund_status,escalate,
448710,@115830 I've been locked out of my account and asked to log in and upload bank statement. How can I when I can't log in????,"@221311 We're here for you! With Twitter, we have no access to any account information. Have you received any e-mails from our Account Specialists with instructions? Be sure to check your e-mail's spam/junk folders? ^JE",en,7,cluster_floor,fraud_or_unauthorized,escalate,
2824031,"@AmazonHelp Lets see whats the solution that you can provide. But seriously this is the worst support i have ever received from any company. Everything seems fake here. Application says different story, support rep says different story.","@786837 I realize this experience hasn't been as positive as you'd hoped, Yashwant. Please be assured that we'll get back to you with an update soon.
Also, I've noted your comments and have forwarded your feedback internally to be worked upon. ^SY",en,12,cluster_floor,service_feedback,escalate,
2884142,"@AmazonHelp No, it is sold and fulfilled by Amazon and it has been seven days and Amazon won't dispatch unless I cancel  the order and repurchase and PAY for express delivery. Shame on Amazon. Fraud.","@799928 I definitely understand your frustration with this situation, Paul. We're here to help! Our team would like to take a closer look at this with you. Since we don't have account access via Twitter can you reach out to us here: https://t.co/nIg6ih6JAN? ^AZ",en,20,fraud_seed,delivery_late,escalate,
1057307,"@AmazonHelp Hello, your call of duty ww2 comes with a guide however is the guide digital or physical?","@193287 Hi, can you please link us to the version you're interested in &amp; we'll take a look? ^TS",en,4,cluster_floor,device_or_content_issue,auto,
2850740,@115821 @116935 #Alexia Can I shuffle music from a playlist I made on my echo? I know how to do it from the app.,@792668 Hi Mike! Answers to most Echo related questions can be found here: https://t.co/SAyUI75VmC If you need further assistance we would love to work with you in real time by phone or chat. You can select either option from here:  https://t.co/hApLpMlfHN.  I hope this helps! ^CH,en,14,cluster_floor,device_or_content_issue,auto,
969929,"@115850 why making fool of us, when non of ur person came for delivery but it is showing attempted two times. If came y not call https://t.co/O0gxqNfvxj",@350179 Sorry about that. Kindly get in touch with us here: https://t.co/CIfAwYJLVT and we’ll be glad to help you. ^AG,en,17,cluster_floor,delivery_courier_issue,escalate,
970515,"@AmazonHelp Sorry, I do not want you to access my account .. I just want an email through which I communicate with the management of the site ..","@350303 You can reach out to us directly. If you wish to speak to a manager, please make the agent aware.  https://t.co/hApLpMlfHN",en,7,cluster_floor,contact_request,auto,
281131,@AmazonHelp @115850  guys ur such gestures win customers....love to shop with u guys.. anyway @32160 is not accepting wht they did..lev,@182987 We're glad you liked our services. Do keep us posted for any further concerns. ^SQ,en,4,cluster_floor,no_action_needed,auto,
381415,@115821 @115850 why don’t you let customers set location that your delivery team could use to navigate rather than address? @115851,@206452 Thank you for the feedback. I'll certainly forward this internally. ^PR,en,17,cluster_floor,delivery_courier_issue,escalate,
67472,@AmazonHelp  ciao! Ho problem con l'app per le foto. Ci sono questi video che da un po' non vogliono fare il backup. Come mai ? E cosa devo fare? https://t.co/X4HZU8deSR,"@131413 Ciao, hai provato a interrompere l'upload dei contenuti in attesa e a caricare i video uno alla volta? ^LF",it,14,language_floor,other,escalate,
345827,"@AmazonHelp I have already got in touch with customer service, they need 4 days to investigate. Why did you need such a long time",@198304 Sorry about the conflicting tracking update. Kindly drop in your details here: https://t.co/beaaDm0muc and we'll check. ^GK,en,12,cluster_floor,no_response_received,escalate,
1337149,"@115850 can you answer my simple question about product,?","@431893 Sure, Rhushikesh. Please let us know your concern and we will help you out accordingly. ^NK",en,0,cluster_floor,other,escalate,
30506,@AmazonHelp don't believe this. After having to cancel last order &amp; reorder for Amazon locker you've done exact same and sent from (cont),@122718 Sorry to hear of the delay. Please get in touch and I'll have a specialist look into this for you: https://t.co/tkLCr7DNil. ^BM,en,20,cluster_floor,item_wrong_or_missing,escalate,
1724677,@AmazonHelp October 10th. Now the app says Nov 14 to 28th.,@521648 Have you received an e-mail stating if there was a delay? ^MH,pcm,9,language_floor,delivery_late,escalate,
2825533,"@AmazonHelp Black Hole - Charles Burns e Gavião Arqueiro Minha vida como uma arma
Nerdzando dlev hayeushshau","@787134 Caraca, amamos demais isso! ❤😱 Queria muito ler Black Hole, o que está achando? ^DA",pt,4,cluster_floor,other,escalate,
524841,"Amazonでの配送って支払った時間帯によって届く日 変わるんかなぁ。
12時に支払うのと17時に支払うのは変わるんやろか｡",@241379 コンビニ・ATM・ネットバンキング・電子マネー払いの場合、お支払いが確認でき次第出荷準備が進みますので、お支払いの時間によっては商品到着のタイミングが変わる場合があります。その時の様々な要因に左右されるものとなりますので、よろしくお願いいたしますm(__)m EK,ja,20,language_floor,other,escalate,
595675,"@AmazonHelp I have already got one set up on my account, this obviously wasn't it...","@261149 I understand your frustration. That certainly shouldn't have happened. Whenever you have the time, we'd appreciate your feedback here: https://t.co/JzP7hlA23B ^SK",en,7,cluster_floor,other,escalate,not specific
50755,@AmazonHelp @115833 @115830 It's also stopped playing after the 1st song,@127386 I'm sorry for the tech trouble you're having; are you only searching by song or by album/artist name for these results? ^WM,en,14,cluster_floor,other,escalate,
1731666,@115830 thanks for messing up my orders of FIFA 18 and now GT SPORT - pre-ordered MONTHS in advance for delayed delivery?!!! #poorservice,"@523184 We can look into this for you. To contact us, just click the link and follow the prompts:  https://t.co/JzP7hlA23B ^EM",en,10,cluster_floor,service_feedback,escalate,
709984,"@AmazonHelp hola, me han cobrado un recibo de Amazon prime cuando yo no he usado nunca el prime, como puedo solucionar esto?","@289771 Hola, Miguel. ¿Podrías indicarnos si tu cuenta está registrada en https://t.co/nUUp5MLhYl, https://t.co/Xxn35fEBwC (1/2)",es,6,cluster_floor,other,escalate,
1763160,"@AmazonHelp Im a UK account, and it does on https://t.co/Es7wFJjvES yes :/",@415194 Thanks for clarifying! We'd like to troubleshoot this with you by phone or chat here: https://t.co/JzP7hlA23B ^KJ,en,7,cluster_floor,account_manage,escalate,
1201951,@AmazonHelp Nicht ganz. Den was man auf dem angehängten Bild sieht. Preis 25 Euro mit dem Anazon Logo und „Suprise“ Schriftzug. Gerade auf YT gesehen. 😢,@402405 Ah ok! :) Gute Nachricht: https://t.co/aJ7F1eUZTk Schlechte Nachricht: Nicht verfügbar :/ ^SK,de,11,cluster_floor,other,escalate,
2610681,@AmazonHelp Non mais le prochain c'est pour lui! :D,@738296 Un aussi beau chat mérite tous les cadeaux du monde 😍😄 Comment s’appelle-t-il ? ^ARC,fr,16,language_floor,other,escalate,
1211144,@120540 posso ricevere maggiori informazioni su un prodotto che vorrei acquistare?,@404279 Potresti fornirci il link del prodotto che desideri acquistare? ^VE,it,0,language_floor,other,escalate,
861829,@AmazonHelp I’d really like my package now and don’t want to wait 1.5 hrs on hold to talk to @118706 to find out where it has gone.,@324642 Oh no! Sorry for any trouble. What does your tracking info say? You can check here: https://t.co/Y5jpI9gRhE ^BL,en,18,cluster_floor,delivery_late,escalate,
2979606,@AmazonHelp Σ(￣□￣)！す、すみません、リプ頂けるとは。ありがとうございます～(≧∇≦*),@821748 いえいえ✨ 今後ともよろしくお願いいたします😄 EK,ja,5,cluster_floor,other,escalate,
2107247,"@AmazonHelp Ive changed password, added 2 step verification, refunded and deleted the books, deleted the reviews, and made a claim to the amazon support email.","@621838 Thanks for confirming, the accounts specialists should investigate this further once the email is received. ^JJ",en,6,cluster_floor,fraud_or_unauthorized,escalate,
856936,@AmazonHelp I pre-ordered @323491 's The Lost Words. It's running very late. What's the 411 on when I can expect it in the US?,"@323490 Hey, sorry to hear that. We'd like to help! Which Amazon site did you order from? For example: .com, .co.uk. ^LS",en,9,cluster_floor,delivery_late,escalate,
1385292,@AmazonHelp I am using android. Just checked the review section of Google play. Everyone is facing the same issue. You need to check from your end.,@442367 Thanks for flagging Vivek- Have you tried deleting and reinstalling the app? ^NV,en,14,cluster_floor,device_or_content_issue,escalate,
2875085,"@AmazonHelp Hopefully, delivery promises are kept from your end!",@798164 Kindly wait until the time frame given by our support team and I'm positive your order will be delivered. ^SH,en,12,cluster_floor,service_feedback,escalate,
2266736,What the hell @AmazonHelp I pay for prime and this the best you can do. It should have been here yesterday. Why isn't it being delivered by you? I live 5 miles from 3 massive amazon warehouses. https://t.co/xcqBAizDFC,@659775 I'm sorry for the delay! We dispatch orders with the intention you'll receive it by the date shown in your confirmation e-mail. Please let us know when you receive a new delivery date. We want to make sure your order is received! ^BN,en,21,cluster_floor,delivery_late,escalate,
358859,@AmazonHelp Na mene Tera paisa Khaaya aur na Tu mera. Aa yahi khul k baat karte hai. Is me sharm kya,@200612 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,unknown,4,language_floor,other,escalate,
2549512,@AmazonHelp Oh plz.stop irritatingdid each n evrthng Need my coins ASAPDID U GET THATEVN U ALL BLOCKED MY NMNR FRM CAL Bck also NT AbleTO CAL CSTMR SRVC,"@724381 I get your concern. For live support, you may chat with our support team or email them with your concern. ^HA",en,4,cluster_floor,contact_request,escalate,couldn't understand
1500639,@116618 is so shit. half an hour trying to stream Mr Robot. 'Insufficient Bandwidth'. Torrent download it at 5.7Mbps in 5 minutes.,"@468408 Oh no! What device are you streaming on? Can you stream other content okay? Please let us know, we're here to help. ^JO",en,14,cluster_floor,device_or_content_issue,escalate,
1302325,@115821 @115817 This is how my shipment arrived today. https://t.co/J7Wr7nLPq1,"@424350 Oh no! Was anything inside damaged? If so, please checkout available options here: https://t.co/nUwwyJSo07 ^ML",en,17,cluster_floor,item_damaged,escalate,
575351,"This baby arrived
today, #superfast delivery made me surprise as it arrived a day before its delivery date. #Thankyou @115850 @121548 https://t.co/0lFhVvH958",@255378 Woohoo! That's awesome! Enjoy the rest of your weekend. ^AP,en,10,cluster_floor,no_action_needed,auto,
351503,@AmazonHelp - Product is at #bluedart  office past 7 days which is just few kms away from delivery address. Many follow-ups but no luck...,"@199613 I understand your concern, Prasad. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD",en,10,language_floor,delivery_courier_issue,escalate,
894266,Best way to end my week my @115821  account getting hacked and all my info getting stolen 0/10,@332325 I'm sorry for the trouble with your account! Please contact us via this link: https://t.co/gI39uIr7CN ^AR,en,7,fraud_seed,fraud_or_unauthorized,escalate,
307872,Pretty disappointed...especially for being such a dedicated prime member for 2 years @115821 @117795 #notpleased #itsbeenovertwodays https://t.co/3XKmjdMLuW,"@189507 I'm sorry for the wait! To confirm, who's the carrier shown in the order details here: https://t.co/Y5jpI9gRhE? ^SB",en,21,cluster_floor,other,escalate,not stating reason only prime mentioned
631705,"@AmazonHelp Link doesn't work , and no call yet from delivery guy",@269703 Usually the products are delivered on or before 8 PM on the estimated delivery date given at the time of placing the order. I request you to kindly wait until then and I'm positive it'd be done. ^AU,en,1,cluster_floor,delivery_courier_issue,escalate,
2205540,@AmazonHelp @115850 ordered a product! Returned and no refund till now. Its been 15 days! Anyone please help!,@216709 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,en,2,cluster_floor,refund_status,escalate,
2807326,@AmazonHelp Son estos 2 productos https://t.co/E6WT9HbCkK,"@782938 Charlie, gracias por el dato, te recomendamos que por favor revises muy detalladamente todos los términos y condiciones de la oferta: https://t.co/KM8PScxEgz
^CB",es,15,cluster_floor,other,escalate,
57436,@AmazonHelp Yeah it’s this https://t.co/H8nMUU538E,"@129026 Does the book appear in your library: https://t.co/GbJiMPWR8d? If so, select the book and click deliver to send to Kindle. ^MB",en,16,cluster_floor,other,escalate,
2761235,"@AmazonHelp Il y a juste écrit ""colis envoyé au transporteur, en transit"" depuis mardi dernier",@772562 Etait-ce une commande expédiée par Amazon ou par un vendeur tiers ? ^ARC,fr,17,cluster_floor,other,escalate,
820644,@AmazonHelp poster says stream all episodes on 13th October.,"@315476 Apologies for that error. If you click on that particular episode, you'll be able to see the air date. ^HD",pcm,4,language_floor,other,escalate,
2584254,@115821 give me back my money,"@679483 I'm sorry for the trouble!  We don't have access to your account via Twitter. You can check here for refund time frames: https://t.co/q7Qwv8eDpH Hope this helps!  Keep us posted. Thanks!
Marvel H.",en,2,cluster_floor,refund_status,escalate,reason not stated
879214,@AmazonHelp okay its been over a week since my package was marked as delivered and i did everything you guys said and its still not here.,"@196828 I'm sorry, Ky! We would like to help get this resolved! Please reach out via phone/chat here: https://t.co/hApLpM3Ejd ^CN",en,18,cluster_fill,delivery_not_received,escalate,
294847,@AmazonHelp The investigation team has denied again based on some wrong assumption and wrong tracking details. They messed up with two different orders.,@186218 The resolution provided by our specialist team is the best we can offer. Appreciate your understanding. (2/2) ^SV,en,14,fraud_seed,no_response_received,escalate,
2392659,"Bien la première fois que je suis déçue d'une livraison de @120533 ...paquet ouvert, en mauvais état, objet sans aucune protection . heureusement objet intact. Déjà des repérages/vol des colis cadeaux de Noël ? https://t.co/yuoo7nownv","@152514 Bonjour, je suis sincèrement désolé d'apprendre que vous avez eu une mauvaise expérience avec une commande récente. Vous pouvez laisser une évaluation sur l'emballage via ce lien : https://t.co/AcS7hFebqg
Je vous invite aussi à signaler cela à notre SAV.
^ARC",fr,15,language_floor,other,escalate,
